pkg,licenses
qemu-audio-alsa,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-alsa,LGPL-2.0-or-later
qemu-audio-alsa,LGPL-2.1-or-later
qemu-audio-alsa,LicenseRef-Public-Domain
qemu-audio-alsa,MIT
qemu-audio-dbus,BSD-2-Clause
qemu-audio-dbus,BSD-2-Clause-Patent
qemu-audio-dbus,BSD-3-Clause
qemu-audio-dbus,CC0-1.0
qemu-audio-dbus,FSFAP
qemu-audio-dbus,GPL-1.0-or-later
qemu-audio-dbus,GPL-2.0-only
qemu-audio-dbus,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-dbus,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-dbus,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-dbus,GPL-2.0-or-later
qemu-audio-dbus,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-dbus,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-dbus,ISC
qemu-audio-dbus,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-dbus,LGPL-2.0-or-later
qemu-audio-dbus,LGPL-2.1-or-later
qemu-audio-dbus,LicenseRef-Public-Domain
qemu-audio-dbus,MIT
qemu-audio-jack,BSD-2-Clause
qemu-audio-jack,BSD-2-Clause-Patent
qemu-audio-jack,BSD-3-Clause
qemu-audio-jack,CC0-1.0
qemu-audio-jack,FSFAP
qemu-audio-jack,GPL-1.0-or-later
qemu-audio-jack,GPL-2.0-only
qemu-audio-jack,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-jack,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-jack,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-jack,GPL-2.0-or-later
qemu-audio-jack,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-jack,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-jack,ISC
qemu-audio-jack,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-jack,LGPL-2.0-or-later
qemu-audio-jack,LGPL-2.1-or-later
qemu-audio-jack,LicenseRef-Public-Domain
qemu-audio-jack,MIT
qemu-audio-oss,BSD-2-Clause
qemu-audio-oss,BSD-2-Clause-Patent
qemu-audio-oss,BSD-3-Clause
qemu-audio-oss,CC0-1.0
qemu-audio-oss,FSFAP
qemu-audio-oss,GPL-1.0-or-later
qemu-audio-oss,GPL-2.0-only
qemu-audio-oss,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-oss,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-oss,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-oss,GPL-2.0-or-later
qemu-audio-oss,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-oss,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-oss,ISC
qemu-audio-oss,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-oss,LGPL-2.0-or-later
qemu-audio-oss,LGPL-2.1-or-later
qemu-audio-oss,LicenseRef-Public-Domain
qemu-audio-oss,MIT
qemu-audio-pa,BSD-2-Clause
qemu-audio-pa,BSD-2-Clause-Patent
qemu-audio-pa,BSD-3-Clause
qemu-audio-pa,CC0-1.0
qemu-audio-pa,FSFAP
qemu-audio-pa,GPL-1.0-or-later
qemu-audio-pa,GPL-2.0-only
qemu-audio-pa,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-pa,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-pa,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-pa,GPL-2.0-or-later
qemu-audio-pa,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-pa,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-pa,ISC
qemu-audio-pa,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-pa,LGPL-2.0-or-later
qemu-audio-pa,LGPL-2.1-or-later
qemu-audio-pa,LicenseRef-Public-Domain
qemu-audio-pa,MIT
qemu-audio-pipewire,BSD-2-Clause
qemu-audio-pipewire,BSD-2-Clause-Patent
qemu-audio-pipewire,BSD-3-Clause
qemu-audio-pipewire,CC0-1.0
qemu-audio-pipewire,FSFAP
qemu-audio-pipewire,GPL-1.0-or-later
qemu-audio-pipewire,GPL-2.0-only
qemu-audio-pipewire,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-pipewire,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-pipewire,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-pipewire,GPL-2.0-or-later
qemu-audio-pipewire,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-pipewire,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-pipewire,ISC
qemu-audio-pipewire,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-pipewire,LGPL-2.0-or-later
qemu-audio-pipewire,LGPL-2.1-or-later
qemu-audio-pipewire,LicenseRef-Public-Domain
qemu-audio-pipewire,MIT
qemu-audio-sdl,BSD-2-Clause
qemu-audio-sdl,BSD-2-Clause-Patent
qemu-audio-sdl,BSD-3-Clause
qemu-audio-sdl,CC0-1.0
qemu-audio-sdl,FSFAP
qemu-audio-sdl,GPL-1.0-or-later
qemu-audio-sdl,GPL-2.0-only
qemu-audio-sdl,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-sdl,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-sdl,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-sdl,GPL-2.0-or-later
qemu-audio-sdl,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-sdl,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-sdl,ISC
qemu-audio-sdl,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-sdl,LGPL-2.0-or-later
qemu-audio-sdl,LGPL-2.1-or-later
qemu-audio-sdl,LicenseRef-Public-Domain
qemu-audio-sdl,MIT
qemu-audio-spice,BSD-2-Clause
qemu-audio-spice,BSD-2-Clause-Patent
qemu-audio-spice,BSD-3-Clause
qemu-audio-spice,CC0-1.0
qemu-audio-spice,FSFAP
qemu-audio-spice,GPL-1.0-or-later
qemu-audio-spice,GPL-2.0-only
qemu-audio-spice,GPL-2.0-only WITH Linux-syscall-note
qemu-audio-spice,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-audio-spice,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-audio-spice,GPL-2.0-or-later
qemu-audio-spice,GPL-2.0-or-later OR BSD-3-Clause
qemu-audio-spice,GPL-2.0-or-later WITH Linux-syscall-note
qemu-audio-spice,ISC
qemu-audio-spice,LGPL-2.1-only OR BSD-3-Clause
qemu-audio-spice,LGPL-2.0-or-later
qemu-audio-spice,LGPL-2.1-or-later
qemu-audio-spice,LicenseRef-Public-Domain
qemu-audio-spice,MIT
qemu-base,BSD-2-Clause
qemu-base,BSD-2-Clause-Patent
qemu-base,BSD-3-Clause
qemu-base,CC0-1.0
qemu-base,FSFAP
qemu-base,GPL-1.0-or-later
qemu-base,GPL-2.0-only
qemu-base,GPL-2.0-only WITH Linux-syscall-note
qemu-base,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-base,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-base,GPL-2.0-or-later
qemu-base,GPL-2.0-or-later OR BSD-3-Clause
qemu-base,GPL-2.0-or-later WITH Linux-syscall-note
qemu-base,ISC
qemu-base,LGPL-2.1-only OR BSD-3-Clause
qemu-base,LGPL-2.0-or-later
qemu-base,LGPL-2.1-or-later
qemu-base,LicenseRef-Public-Domain
qemu-base,MIT
qemu-block-curl,BSD-2-Clause
qemu-block-curl,BSD-2-Clause-Patent
qemu-block-curl,BSD-3-Clause
qemu-block-curl,CC0-1.0
qemu-block-curl,FSFAP
qemu-block-curl,GPL-1.0-or-later
qemu-block-curl,GPL-2.0-only
qemu-block-curl,GPL-2.0-only WITH Linux-syscall-note
qemu-block-curl,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-curl,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-curl,GPL-2.0-or-later
qemu-block-curl,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-curl,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-curl,ISC
qemu-block-curl,LGPL-2.1-only OR BSD-3-Clause
qemu-block-curl,LGPL-2.0-or-later
qemu-block-curl,LGPL-2.1-or-later
qemu-block-curl,LicenseRef-Public-Domain
qemu-block-curl,MIT
qemu-block-dmg,BSD-2-Clause
qemu-block-dmg,BSD-2-Clause-Patent
qemu-block-dmg,BSD-3-Clause
qemu-block-dmg,CC0-1.0
qemu-block-dmg,FSFAP
qemu-block-dmg,GPL-1.0-or-later
qemu-block-dmg,GPL-2.0-only
qemu-block-dmg,GPL-2.0-only WITH Linux-syscall-note
qemu-block-dmg,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-dmg,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-dmg,GPL-2.0-or-later
qemu-block-dmg,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-dmg,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-dmg,ISC
qemu-block-dmg,LGPL-2.1-only OR BSD-3-Clause
qemu-block-dmg,LGPL-2.0-or-later
qemu-block-dmg,LGPL-2.1-or-later
qemu-block-dmg,LicenseRef-Public-Domain
qemu-block-dmg,MIT
qemu-block-gluster,BSD-2-Clause
qemu-block-gluster,BSD-2-Clause-Patent
qemu-block-gluster,BSD-3-Clause
qemu-block-gluster,CC0-1.0
qemu-block-gluster,FSFAP
qemu-block-gluster,GPL-1.0-or-later
qemu-block-gluster,GPL-2.0-only
qemu-block-gluster,GPL-2.0-only WITH Linux-syscall-note
qemu-block-gluster,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-gluster,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-gluster,GPL-2.0-or-later
qemu-block-gluster,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-gluster,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-gluster,ISC
qemu-block-gluster,LGPL-2.1-only OR BSD-3-Clause
qemu-block-gluster,LGPL-2.0-or-later
qemu-block-gluster,LGPL-2.1-or-later
qemu-block-gluster,LicenseRef-Public-Domain
qemu-block-gluster,MIT
qemu-block-iscsi,BSD-2-Clause
qemu-block-iscsi,BSD-2-Clause-Patent
qemu-block-iscsi,BSD-3-Clause
qemu-block-iscsi,CC0-1.0
qemu-block-iscsi,FSFAP
qemu-block-iscsi,GPL-1.0-or-later
qemu-block-iscsi,GPL-2.0-only
qemu-block-iscsi,GPL-2.0-only WITH Linux-syscall-note
qemu-block-iscsi,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-iscsi,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-iscsi,GPL-2.0-or-later
qemu-block-iscsi,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-iscsi,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-iscsi,ISC
qemu-block-iscsi,LGPL-2.1-only OR BSD-3-Clause
qemu-block-iscsi,LGPL-2.0-or-later
qemu-block-iscsi,LGPL-2.1-or-later
qemu-block-iscsi,LicenseRef-Public-Domain
qemu-block-iscsi,MIT
qemu-block-nfs,BSD-2-Clause
qemu-block-nfs,BSD-2-Clause-Patent
qemu-block-nfs,BSD-3-Clause
qemu-block-nfs,CC0-1.0
qemu-block-nfs,FSFAP
qemu-block-nfs,GPL-1.0-or-later
qemu-block-nfs,GPL-2.0-only
qemu-block-nfs,GPL-2.0-only WITH Linux-syscall-note
qemu-block-nfs,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-nfs,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-nfs,GPL-2.0-or-later
qemu-block-nfs,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-nfs,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-nfs,ISC
qemu-block-nfs,LGPL-2.1-only OR BSD-3-Clause
qemu-block-nfs,LGPL-2.0-or-later
qemu-block-nfs,LGPL-2.1-or-later
qemu-block-nfs,LicenseRef-Public-Domain
qemu-block-nfs,MIT
qemu-block-ssh,BSD-2-Clause
qemu-block-ssh,BSD-2-Clause-Patent
qemu-block-ssh,BSD-3-Clause
qemu-block-ssh,CC0-1.0
qemu-block-ssh,FSFAP
qemu-block-ssh,GPL-1.0-or-later
qemu-block-ssh,GPL-2.0-only
qemu-block-ssh,GPL-2.0-only WITH Linux-syscall-note
qemu-block-ssh,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-block-ssh,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-block-ssh,GPL-2.0-or-later
qemu-block-ssh,GPL-2.0-or-later OR BSD-3-Clause
qemu-block-ssh,GPL-2.0-or-later WITH Linux-syscall-note
qemu-block-ssh,ISC
qemu-block-ssh,LGPL-2.1-only OR BSD-3-Clause
qemu-block-ssh,LGPL-2.0-or-later
qemu-block-ssh,LGPL-2.1-or-later
qemu-block-ssh,LicenseRef-Public-Domain
qemu-block-ssh,MIT
qemu-chardev-baum,BSD-2-Clause
qemu-chardev-baum,BSD-2-Clause-Patent
qemu-chardev-baum,BSD-3-Clause
qemu-chardev-baum,CC0-1.0
qemu-chardev-baum,FSFAP
qemu-chardev-baum,GPL-1.0-or-later
qemu-chardev-baum,GPL-2.0-only
qemu-chardev-baum,GPL-2.0-only WITH Linux-syscall-note
qemu-chardev-baum,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-chardev-baum,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-chardev-baum,GPL-2.0-or-later
qemu-chardev-baum,GPL-2.0-or-later OR BSD-3-Clause
qemu-chardev-baum,GPL-2.0-or-later WITH Linux-syscall-note
qemu-chardev-baum,ISC
qemu-chardev-baum,LGPL-2.1-only OR BSD-3-Clause
qemu-chardev-baum,LGPL-2.0-or-later
qemu-chardev-baum,LGPL-2.1-or-later
qemu-chardev-baum,LicenseRef-Public-Domain
qemu-chardev-baum,MIT
qemu-chardev-spice,BSD-2-Clause
qemu-chardev-spice,BSD-2-Clause-Patent
qemu-chardev-spice,BSD-3-Clause
qemu-chardev-spice,CC0-1.0
qemu-chardev-spice,FSFAP
qemu-chardev-spice,GPL-1.0-or-later
qemu-chardev-spice,GPL-2.0-only
qemu-chardev-spice,GPL-2.0-only WITH Linux-syscall-note
qemu-chardev-spice,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-chardev-spice,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-chardev-spice,GPL-2.0-or-later
qemu-chardev-spice,GPL-2.0-or-later OR BSD-3-Clause
qemu-chardev-spice,GPL-2.0-or-later WITH Linux-syscall-note
qemu-chardev-spice,ISC
qemu-chardev-spice,LGPL-2.1-only OR BSD-3-Clause
qemu-chardev-spice,LGPL-2.0-or-later
qemu-chardev-spice,LGPL-2.1-or-later
qemu-chardev-spice,LicenseRef-Public-Domain
qemu-chardev-spice,MIT
qemu-common,BSD-2-Clause
qemu-common,BSD-2-Clause-Patent
qemu-common,BSD-3-Clause
qemu-common,CC0-1.0
qemu-common,FSFAP
qemu-common,GPL-1.0-or-later
qemu-common,GPL-2.0-only
qemu-common,GPL-2.0-only WITH Linux-syscall-note
qemu-common,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-common,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-common,GPL-2.0-or-later
qemu-common,GPL-2.0-or-later OR BSD-3-Clause
qemu-common,GPL-2.0-or-later WITH Linux-syscall-note
qemu-common,ISC
qemu-common,LGPL-2.1-only OR BSD-3-Clause
qemu-common,LGPL-2.0-or-later
qemu-common,LGPL-2.1-or-later
qemu-common,LicenseRef-Public-Domain
qemu-common,MIT
qemu-desktop,BSD-2-Clause
qemu-desktop,BSD-2-Clause-Patent
qemu-desktop,BSD-3-Clause
qemu-desktop,CC0-1.0
qemu-desktop,FSFAP
qemu-desktop,GPL-1.0-or-later
qemu-desktop,GPL-2.0-only
qemu-desktop,GPL-2.0-only WITH Linux-syscall-note
qemu-desktop,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-desktop,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-desktop,GPL-2.0-or-later
qemu-desktop,GPL-2.0-or-later OR BSD-3-Clause
qemu-desktop,GPL-2.0-or-later WITH Linux-syscall-note
qemu-desktop,ISC
qemu-desktop,LGPL-2.1-only OR BSD-3-Clause
qemu-desktop,LGPL-2.0-or-later
qemu-desktop,LGPL-2.1-or-later
qemu-desktop,LicenseRef-Public-Domain
qemu-desktop,MIT
qemu-docs,BSD-2-Clause
qemu-docs,BSD-2-Clause-Patent
qemu-docs,BSD-3-Clause
qemu-docs,CC0-1.0
qemu-docs,FSFAP
qemu-docs,GPL-1.0-or-later
qemu-docs,GPL-2.0-only
qemu-docs,GPL-2.0-only WITH Linux-syscall-note
qemu-docs,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-docs,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-docs,GPL-2.0-or-later
qemu-docs,GPL-2.0-or-later OR BSD-3-Clause
qemu-docs,GPL-2.0-or-later WITH Linux-syscall-note
qemu-docs,ISC
qemu-docs,LGPL-2.1-only OR BSD-3-Clause
qemu-docs,LGPL-2.0-or-later
qemu-docs,LGPL-2.1-or-later
qemu-docs,LicenseRef-Public-Domain
qemu-docs,MIT
qemu-emulators-full,BSD-2-Clause
qemu-emulators-full,BSD-2-Clause-Patent
qemu-emulators-full,BSD-3-Clause
qemu-emulators-full,CC0-1.0
qemu-emulators-full,FSFAP
qemu-emulators-full,GPL-1.0-or-later
qemu-emulators-full,GPL-2.0-only
qemu-emulators-full,GPL-2.0-only WITH Linux-syscall-note
qemu-emulators-full,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-emulators-full,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-emulators-full,GPL-2.0-or-later
qemu-emulators-full,GPL-2.0-or-later OR BSD-3-Clause
qemu-emulators-full,GPL-2.0-or-later WITH Linux-syscall-note
qemu-emulators-full,ISC
qemu-emulators-full,LGPL-2.1-only OR BSD-3-Clause
qemu-emulators-full,LGPL-2.0-or-later
qemu-emulators-full,LGPL-2.1-or-later
qemu-emulators-full,LicenseRef-Public-Domain
qemu-emulators-full,MIT
qemu-full,BSD-2-Clause
qemu-full,BSD-2-Clause-Patent
qemu-full,BSD-3-Clause
qemu-full,CC0-1.0
qemu-full,FSFAP
qemu-full,GPL-1.0-or-later
qemu-full,GPL-2.0-only
qemu-full,GPL-2.0-only WITH Linux-syscall-note
qemu-full,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-full,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-full,GPL-2.0-or-later
qemu-full,GPL-2.0-or-later OR BSD-3-Clause
qemu-full,GPL-2.0-or-later WITH Linux-syscall-note
qemu-full,ISC
qemu-full,LGPL-2.1-only OR BSD-3-Clause
qemu-full,LGPL-2.0-or-later
qemu-full,LGPL-2.1-or-later
qemu-full,LicenseRef-Public-Domain
qemu-full,MIT
qemu-guest-agent,BSD-2-Clause
qemu-guest-agent,BSD-2-Clause-Patent
qemu-guest-agent,BSD-3-Clause
qemu-guest-agent,CC0-1.0
qemu-guest-agent,FSFAP
qemu-guest-agent,GPL-1.0-or-later
qemu-guest-agent,GPL-2.0-only
qemu-guest-agent,GPL-2.0-only WITH Linux-syscall-note
qemu-guest-agent,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-guest-agent,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-guest-agent,GPL-2.0-or-later
qemu-guest-agent,GPL-2.0-or-later OR BSD-3-Clause
qemu-guest-agent,GPL-2.0-or-later WITH Linux-syscall-note
qemu-guest-agent,ISC
qemu-guest-agent,LGPL-2.1-only OR BSD-3-Clause
qemu-guest-agent,LGPL-2.0-or-later
qemu-guest-agent,LGPL-2.1-or-later
qemu-guest-agent,LicenseRef-Public-Domain
qemu-guest-agent,MIT
qemu-hw-display-qxl,BSD-2-Clause
qemu-hw-display-qxl,BSD-2-Clause-Patent
qemu-hw-display-qxl,BSD-3-Clause
qemu-hw-display-qxl,CC0-1.0
qemu-hw-display-qxl,FSFAP
qemu-hw-display-qxl,GPL-1.0-or-later
qemu-hw-display-qxl,GPL-2.0-only
qemu-hw-display-qxl,GPL-2.0-only WITH Linux-syscall-note
qemu-hw-display-qxl,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-hw-display-qxl,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-hw-display-qxl,GPL-2.0-or-later
qemu-hw-display-qxl,GPL-2.0-or-later OR BSD-3-Clause
qemu-hw-display-qxl,GPL-2.0-or-later WITH Linux-syscall-note
qemu-hw-display-qxl,ISC
qemu-hw-display-qxl,LGPL-2.1-only OR BSD-3-Clause
qemu-hw-display-qxl,LGPL-2.0-or-later
qemu-hw-display-qxl,LGPL-2.1-or-later
qemu-hw-display-qxl,LicenseRef-Public-Domain
qemu-hw-display-qxl,MIT
qemu-hw-display-virtio-gpu,BSD-2-Clause
qemu-hw-display-virtio-gpu,BSD-2-Clause-Patent
qemu-hw-display-virtio-gpu,BSD-3-Clause
qemu-hw-display-virtio-gpu,CC0-1.0
qemu-hw-display-virtio-gpu,FSFAP
qemu-hw-display-virtio-gpu,GPL-1.0-or-later
qemu-hw-display-virtio-gpu,GPL-2.0-only
qemu-hw-display-virtio-gpu,GPL-2.0-only WITH Linux-syscall-note
qemu-hw-display-virtio-gpu,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-hw-display-virtio-gpu,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-hw-display-virtio-gpu,GPL-2.0-or-later
qemu-hw-display-virtio-gpu,GPL-2.0-or-later OR BSD-3-Clause
qemu-hw-display-virtio-gpu,GPL-2.0-or-later WITH Linux-syscall-note
qemu-hw-display-virtio-gpu,ISC
qemu-hw-display-virtio-gpu,LGPL-2.1-only OR BSD-3-Clause
qemu-hw-display-virtio-gpu,LGPL-2.0-or-later
qemu-hw-display-virtio-gpu,LGPL-2.1-or-later
qemu-hw-display-virtio-gpu,LicenseRef-Public-Domain
qemu-hw-display-virtio-gpu,MIT
qemu-hw-display-virtio-gpu-gl,BSD-2-Clause
qemu-hw-display-virtio-gpu-gl,BSD-2-Clause-Patent
qemu-hw-display-virtio-gpu-gl,BSD-3-Clause
qemu-hw-display-virtio-gpu-gl,CC0-1.0
qemu-hw-display-virtio-gpu-gl,FSFAP
qemu-hw-display-virtio-gpu-gl,GPL-1.0-or-later
qemu-hw-display-virtio-gpu-gl,GPL-2.0-only
qemu-hw-display-virtio-gpu-gl,GPL-2.0-only WITH Linux-syscall-note
qemu-hw-display-virtio-gpu-gl,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
qemu-hw-display-virtio-gpu-gl,GPL-2.0-only WITH Linux-syscall-note OR BSD-3-Clause
qemu-hw-display-virtio-gpu-gl,GPL-2.0-or-later
qemu-hw-display-virtio-gpu-gl,GPL-2.0-or-later OR BSD-3-Clause
qemu-hw-display-virtio-gpu-gl,GPL-2.0-or-later WITH Linux-syscall-note
qemu-hw-display-virtio-gpu-gl,ISC
qemu-hw-display-virtio-gpu-gl,LGPL-2.1-only OR BSD-3-Clause
qemu-hw-display-virtio-gpu-gl,LGPL-2.0-or-later
qemu-hw-display-virtio-gpu-gl,LGPL-2.1-or-later
qemu-hw-display-virtio-gpu-gl,LicenseRef-Public-Domain
qemu-hw-display-virtio-gpu-gl,MIT
qemu-hw-display-virtio-gpu-pci,BSD-2-Clause
qemu-hw-display-virtio-gpu-pci,BSD-2-Clause-Patent
qemu-hw-display-virtio-gpu-pci,BSD-3-Clause
qemu-hw-display-virtio-gpu-pci,CC0-1.0
qemu-hw-display-virtio-gpu-pci,FSFAP
qemu-hw-display-virtio-gpu-pci,GPL-1.0-or-later
qemu-hw-display-virtio-gpu-pci,GPL-2.0-only
qemu-hw-display-virtio-gpu-pci,GPL-2.0-only WITH Linux-syscall-note
qemu-hw-display-virtio-gpu-pci,GPL-2.0-only WITH Linux-syscall-note OR BSD-2-Clause
