pkg,checkdepends
haskell-network-uri,haskell-tasty-hunit
haskell-network-uri,haskell-tasty-quickcheck
haskell-optparse-applicative,haskell-quickcheck
haskell-os-string,haskell-quickcheck
haskell-os-string,haskell-quickcheck-classes-base
haskell-pantry,git
haskell-pantry,mercurial
haskell-pcre-light,haskell-hunit
haskell-persistent-mysql,mariadb
haskell-persistent-postgresql,pifpaf
haskell-persistent-postgresql,postgresql
haskell-primitive,haskell-base-orphans
haskell-primitive,haskell-quickcheck
haskell-primitive,haskell-quickcheck-classes-base
haskell-primitive,haskell-tasty
haskell-primitive,haskell-tasty-quickcheck
haskell-primitive,haskell-tagged
haskell-primitive,haskell-transformers-compat
haskell-random,haskell-doctest
haskell-random,haskell-smallcheck
haskell-random,haskell-tasty
haskell-random,haskell-tasty-hunit
haskell-random,haskell-tasty-inspection-testing
haskell-random,haskell-tasty-smallcheck
haskell-retrie,git
haskell-retrie,mercurial
haskell-say,haskell-hspec
haskell-say,haskell-unliftio
haskell-sbv,abc
haskell-sbv,cvc4
haskell-sbv,yices
haskell-sbv,z3
haskell-snap-server,haskell-base16-bytestring
haskell-snap-server,haskell-monad-control
haskell-snap-server,haskell-random
haskell-snap-server,haskell-threads
haskell-snap-server,haskell-hunit
haskell-snap-server,haskell-quickcheck
haskell-snap-server,haskell-http-streams
haskell-snap-server,haskell-http-common
haskell-snap-server,haskell-parallel
haskell-snap-server,haskell-test-framework
haskell-snap-server,haskell-test-framework-hunit
haskell-snap-server,haskell-test-framework-quickcheck2
haskell-sourcemap,nodejs
haskell-sourcemap,npm
haskell-sourcemap,nodejs-source-map
haskell-splitmix,testu01
haskell-splitmix,haskell-async
haskell-splitmix,haskell-base-compat
haskell-splitmix,haskell-base-compat-batteries
haskell-splitmix,haskell-hunit
haskell-splitmix,haskell-math-functions
haskell-splitmix,haskell-test-framework
haskell-splitmix,haskell-test-framework-hunit
haskell-splitmix,haskell-tf-random
haskell-splitmix,haskell-vector
haskell-stringbuilder,haskell-hspec
haskell-stringbuilder,haskell-quickcheck
haskell-syb,haskell-tasty
haskell-syb,haskell-tasty-hunit
haskell-tasty-expected-failure,haskell-hedgehog
haskell-tasty-expected-failure,haskell-tasty-golden
haskell-tasty-expected-failure,haskell-tasty-hedgehog
haskell-tasty-expected-failure,haskell-tasty-hunit
haskell-tasty-hedgehog,haskell-tasty-expected-failure
haskell-tasty-quickcheck,haskell-tasty-hunit
haskell-tasty-quickcheck,haskell-pcre-light
haskell-temporary,haskell-base-compat
haskell-temporary,haskell-tasty
haskell-temporary,haskell-tasty-hunit
haskell-tidal,haskell-microspec
haskell-tz,haskell-tasty
haskell-tz,haskell-tasty-th
haskell-tz,haskell-hunit
haskell-tz,haskell-quickcheck
haskell-tz,haskell-tasty-quickcheck
haskell-tz,haskell-tasty-hunit
haskell-unliftio,haskell-hspec
haskell-unliftio,haskell-quickcheck
haskell-utility-ht,haskell-quickcheck
haskell-utility-ht,haskell-doctest-exitcode-stdio
haskell-utility-ht,haskell-doctest-lib
haskell-vector,haskell-base-orphans
haskell-vector,haskell-hunit
haskell-vector,haskell-quickcheck
haskell-vector,haskell-random
haskell-vector,haskell-tasty
haskell-vector,haskell-tasty-hunit
haskell-vector,haskell-tasty-inspection-testing
haskell-vector,haskell-tasty-quickcheck
haskell-vector-th-unbox,haskell-data-default
haskell-what4,cvc4
haskell-what4,yices
haskell-what4,z3
health,xorg-server-xvfb
hiredis,redis
hitch,lsof
httpbin,python-pytest
httpie,python-pytest
httpie,python-pytest-httpbin
httpie,python-pytest-mock
httpie,python-responses
httpie,python-werkzeug
hy,python-pytest
hydrogen,cppunit
hypercorn,python-distlib
hypercorn,python-hypothesis
hypercorn,python-httpx
hypercorn,python-pytest
hypercorn,python-pytest-asyncio
hypercorn,python-pytest-sugar
hypercorn,python-pytest-trio
hypercorn,python-trio
hyperkitty,python-beautifulsoup4
hyperkitty,python-django-debug-toolbar
hyperkitty,python-elasticsearch
hyperkitty,python-lxml
hyperkitty,python-html5lib
hyperkitty,python-pytest
hyperkitty,python-pytest-django
hyperkitty,python-whoosh
ibus-chewing,dbus
ibus-chewing,xorg-server-xvfb
iio-sensor-proxy,python-gobject
iio-sensor-proxy,python-dbusmock
iio-sensor-proxy,python-psutil
iio-sensor-proxy,umockdev
imagemagick,gsfonts
imagemagick,ttf-dejavu
imapsync,inetutils
imapsync,lsb-release
imapsync,perl-test-deep
imapsync,perl-test-fatal
imapsync,perl-test-mock-guard
imapsync,perl-test-mockobject
imapsync,perl-test-pod
imapsync,perl-test-requires
imapsync,perl-test-warn
imapsync,procps-ng
imapsync,time
img2pdf,python-pytest
img2pdf,python-numpy
img2pdf,python-scipy
img2pdf,python-lxml
img2pdf,colord
img2pdf,ghostscript
img2pdf,imagemagick
img2pdf,mupdf-tools
img2pdf,openjpeg2
img2pdf,poppler
img2pdf,perl-image-exiftool
img2pdf,netpbm
impacket,python-cryptography
impacket,python-pytest
iptux,xorg-server-xvfb
ipv6calc,perl-digest-sha1
ipv6calc,perl-uri
ipv6calc,perl-html-parser
ipv6calc,perl-proc-processtable
ipython,jupyter-nbformat
ipython,python-curio
ipython,python-ipykernel
ipython,python-matplotlib
ipython,python-numpy
ipython,python-pandas
ipython,python-pickleshare
ipython,python-pytest
ipython,python-pytest-asyncio
ipython,python-testpath
ipython,python-trio
ipython,tcsh
ipython,texlive-bin
ipython,texlive-latex
ispc,intel-compute-runtime
jami-daemon,cppunit
java-environment-common,wget
java-jline,maven
java-runtime-common,wget
jedi-language-server,python-lsp-jsonrpc
jedi-language-server,python-pyhamcrest
jedi-language-server,python-pytest
jrnl,python-pytest
jrnl,python-pytest-bdd
jrnl,python-pytest-xdist
jrnl,python-toml
js115,git
js115,mercurial
js128,git
js128,mercurial
js91,git
js91,mercurial
jupyter-collaboration,python-httpx-ws
jupyter-collaboration,python-jupyter-server-terminals
jupyter-collaboration,python-pytest
jupyter-collaboration,python-pytest-asyncio
jupyter-collaboration,python-pytest-jupyter
jupyter-collaboration,python-pytest-timeout
jupyter-collaboration,python-websockets
jupyter-console,python-pytest
jupyter-console,python-flaky
jupyter-lsp,python-pytest
jupyter-lsp,python-pytest-asyncio
jupyter-lsp,bash-language-server
jupyter-lsp,jedi-language-server
jupyter-lsp,pyright
jupyter-lsp,python-lsp-server
jupyter-lsp,texlab
jupyter-lsp,typescript-language-server
jupyter-lsp,yaml-language-server
jupyter-nbclassic,python-pytest-jupyter
jupyter-nbclassic,python-pytest-tornasync
jupyter-nbclient,jupyter-nbconvert
jupyter-nbclient,python-flaky
jupyter-nbclient,python-ipywidgets
jupyter-nbclient,python-pytest-asyncio
jupyter-nbclient,python-testpath
jupyter-nbclient,python-xmltodict
jupyter-nbconvert,inkscape
jupyter-nbconvert,pandoc
jupyter-nbconvert,python-flaky
jupyter-nbconvert,python-ipywidgets
jupyter-nbconvert,python-playwright
jupyter-nbconvert,python-pytest
jupyter-nbconvert,texlive-fontsrecommended
jupyter-nbconvert,texlive-latexextra
jupyter-nbconvert,texlive-plaingeneric
jupyter-nbconvert,texlive-xetex
jupyter-nbformat,python-pep440
jupyter-nbformat,python-pytest
jupyter-nbformat,python-testpath
jupyter-notebook,python-pytest-jupyter
jupyter-notebook,python-pytest-timeout
jupyter-notebook,python-requests
jupyter-notebook-shim,python-pytest-jupyter
jupyter-notebook-shim,python-pytest-tornasync
jupyter-server,python-flaky
jupyter-server,python-jupyter-server-terminals
jupyter-server,python-pytest
jupyter-server,python-pytest-console-scripts
jupyter-server,python-pytest-jupyter
jupyter-server,python-pytest-timeout
jupyter-server,python-pytest-tornasync
jupyter-server,python-requests
jupyter-server,python-terminado
jupyter-server-fileid,python-pytest-jupyter
jupyterlab,npm
jupyterlab,python-jupyter-server-terminals
jupyterlab,python-pytest-jupyter
jupyterlab,python-pytest-tornasync
jupyterlab-3,python-pytest-tornasync
jupyterlab-3,python-pytest-jupyter
jupyterlab-3,npm
kamene,python-cryptography
kamene,python-pyx
kamene,python-matplotlib
kamene,python-netifaces
kamene,graphviz
kamene,sox
kea,gtest
kea,procps-ng
kea-docs,gtest
kea-docs,procps-ng
keepassxc,xclip
keepassxc,xorg-server-xvfb
khal,python-pytest
khal,python-freezegun
khal,python-hypothesis
khal,python-packaging
khal,vdirsyncer
khard,python-pytest
kooha,appstream-glib
kooha,xorg-server-xvfb
ksh,ed
ksh,expect
ksh,openbsd-netcat
ksh,procps-ng
ksh,which
ksh,vi
kvazaar,ffmpeg
kvazaar,hm
lasem,librsvg
lazyjj,jujutsu
leatherman,ruby
lib32-rust-libs,gdb
lib32-rust-libs,procps-ng
lib3mf,gtest
libadwaita,weston
libadwaita-demos,weston
libadwaita-docs,weston
libc++,llvm
libc++abi,llvm
libcheese,xorg-server-xvfb
libcomps,check
libcupsfilters,ttf-dejavu
libdazzle,xorg-server-xvfb
libdbusmenu-lxqt,dbus
libdbusmenu-lxqt,xorg-server-xvfb
libdnet,check
libdnf,check
libdnf,cppunit
libdrm,cairo
libdwarf,python
libedataserverui4,db
libei,python-pytest-xdist
libei,valgrind
libei-docs,python-pytest-xdist
libei-docs,valgrind
libepoxy,xorg-server-xvfb
libepoxy-docs,xorg-server-xvfb
libfilezilla,cppunit
libfprint,cairo
libfprint,umockdev
libgdm,check
libgedit-gfls,xorg-server-xvfb
libgedit-gtksourceview,xorg-server-xvfb
libgedit-tepl,xorg-server-xvfb
libgsf,perl-xml-parser
libgsf,unzip
libgsf-docs,perl-xml-parser
libgsf-docs,unzip
libguestfs,linux-lts
libguestfs,ruby-test-unit
libguestfs,ruby-minitest
libgweather-4,python-pylint
libgweather-4-docs,python-pylint
libhandy,xorg-server-xvfb
libhandy-docs,xorg-server-xvfb
libical,python-gobject
libinput,python-pytest
libinsane,cunit
libinsane,valgrind
libliquidsfz,lv2lint
liblsp-r3d-glx-lib,jq
liblsp-r3d-glx-lib,lv2lint
libmesode,check
libmesode-doc,check
libmm-glib,python-dbus
libmm-glib,python-gobject
libmysofa,nodejs
libnautilus-extension,python-gobject
libnautilus-extension-docs,python-gobject
libnet,cmocka
libnet,iproute2
libnm,libx11
libnm,python-dbus
libofx,gnupg
libofx-doc,gnupg
libolm,python-aspectlib
libolm,python-pytest
libolm,python-pytest-benchmark
libpeas,xorg-server-xvfb
libpeas-2,xorg-server-xvfb
libpeas-2-docs,xorg-server-xvfb
libpeas-demos,xorg-server-xvfb
libpeas-docs,xorg-server-xvfb
libpipewire,desktop-file-utils
libpipewire,openal
libportal,python-dbusmock
libportal,python-pytest
libportal,xorg-server-xvfb
libportal-docs,python-dbusmock
libportal-docs,python-pytest
libportal-docs,xorg-server-xvfb
libportal-gtk3,python-dbusmock
libportal-gtk3,python-pytest
libportal-gtk3,xorg-server-xvfb
libportal-gtk4,python-dbusmock
libportal-gtk4,python-pytest
libportal-gtk4,xorg-server-xvfb
libportal-qt5,python-dbusmock
libportal-qt5,python-pytest
libportal-qt5,xorg-server-xvfb
libportal-qt6,python-dbusmock
libportal-qt6,python-pytest
libportal-qt6,xorg-server-xvfb
libqb,check
libqt5xdg,xorg-server-xvfb
libqtxdg,xorg-server-xvfb
libratbag,check
libratbag,valgrind
libratbag,python-gobject
libratbag,python-lxml
librepo,check
librepo,python-gpgme
librepo,python-pyxattr
librepo,python-requests
librsvg,ttf-dejavu
librsvg-docs,ttf-dejavu
libsamplerate,fftw
libshumate,xorg-server-xvfb
libshumate-docs,xorg-server-xvfb
libsignal-protocol-c,check
libsignal-protocol-c,openssl
libsoup,apache
libsoup,php-apache
libsoup-docs,apache
libsoup-docs,php-apache
libsoup3,apache
libsoup3,php-apache
libsoup3-docs,apache
libsoup3-docs,php-apache
libspectmorph,lv2lint
libspectmorph,python
libspelling,aspell
libspelling,aspell-en
libspelling,enchant
libspelling,hspell
libspelling,hunspell
libspelling,nuspell
libspelling,libvoikko
libspelling-docs,aspell
libspelling-docs,aspell-en
libspelling-docs,enchant
libspelling-docs,hspell
libspelling-docs,hunspell
libspelling-docs,nuspell
libspelling-docs,libvoikko
libsrtp,procps-ng
libsrtp-docs,procps-ng
libstrophe,check
libstrophe-doc,check
libuhd,python-requests
libvirt-dbus,dbus-python
libvirt-dbus,python-gobject
libvirt-dbus,python-pytest
libwacom,python-pytest
libwacom,python-libevdev
libwacom,python-pyudev
libwhereami,python
libwireplumber,pipewire-audio
libwslay,cunit
libxkbcommon,libgl
libxkbcommon,xorg-server-xvfb
libxkbcommon-doc,libgl
libxkbcommon-doc,xorg-server-xvfb
libxkbcommon-x11,libgl
libxkbcommon-x11,xorg-server-xvfb
libxmlb,shared-mime-info
libxslt,docbook-xml
libxslt-docs,docbook-xml
link-grammar,hunspell-en_us
liquidctl,python-pytest
liquidsfz,lv2lint
liquidsfz-lv2,lv2lint
liquidsfz-standalone,lv2lint
llvm14,python-psutil
llvm14-libs,python-psutil
llvm15,python-psutil
llvm15-libs,python-psutil
lsd,git
lsp-plugins,jq
lsp-plugins,lv2lint
lsp-plugins-clap,jq
lsp-plugins-clap,lv2lint
lsp-plugins-docs,jq
lsp-plugins-docs,lv2lint
lsp-plugins-gst,jq
lsp-plugins-gst,lv2lint
lsp-plugins-ladspa,jq
lsp-plugins-ladspa,lv2lint
lsp-plugins-lv2,jq
lsp-plugins-lv2,lv2lint
lsp-plugins-standalone,jq
lsp-plugins-standalone,lv2lint
lsp-plugins-vst,jq
lsp-plugins-vst,lv2lint
lsp-plugins-vst3,jq
lsp-plugins-vst3,lv2lint
lua-cassowary,busted
lua-cliargs,busted
lua-cliargs,lua-inifile
lua-cliargs,lua-yaml
lua-cosmo,lua-lpeg
lua-luaepnf,lua-lpeg
lua-luarepl,perl
lua-luarepl,lua-testmore
lua-lut,lua-filesystem
lua-lut,lua-lub
lua-mediator,busted
lua-penlight,busted
lua-penlight,lua51-busted
lua-penlight,lua51-filesystem
lua-penlight,lua52-busted
lua-penlight,lua52-filesystem
lua-penlight,lua53-busted
lua-penlight,lua53-filesystem
lua-penlight,lua-busted
lua-penlight,lua-filesystem
lua-semver,busted
lua-system,busted
lua-testmore,lua
lua-yaml,lua-lub
lua-yaml,lua-lut
lua51-cassowary,busted
lua51-cliargs,busted
lua51-cliargs,lua-inifile
lua51-cliargs,lua-yaml
lua51-cosmo,lua-lpeg
lua51-luaepnf,lua-lpeg
lua51-luarepl,perl
lua51-luarepl,lua-testmore
lua51-lut,lua-filesystem
lua51-lut,lua-lub
lua51-mediator,busted
lua51-penlight,busted
lua51-penlight,lua51-busted
lua51-penlight,lua51-filesystem
lua51-penlight,lua52-busted
lua51-penlight,lua52-filesystem
lua51-penlight,lua53-busted
lua51-penlight,lua53-filesystem
lua51-penlight,lua-busted
lua51-penlight,lua-filesystem
lua51-semver,busted
lua51-system,busted
lua51-testmore,lua
lua51-yaml,lua-lub
lua51-yaml,lua-lut
lua52-cassowary,busted
lua52-cliargs,busted
lua52-cliargs,lua-inifile
lua52-cliargs,lua-yaml
lua52-cosmo,lua-lpeg
lua52-luaepnf,lua-lpeg
lua52-luarepl,perl
lua52-luarepl,lua-testmore
lua52-lut,lua-filesystem
lua52-lut,lua-lub
lua52-mediator,busted
lua52-penlight,busted
lua52-penlight,lua51-busted
lua52-penlight,lua51-filesystem
lua52-penlight,lua52-busted
lua52-penlight,lua52-filesystem
lua52-penlight,lua53-busted
lua52-penlight,lua53-filesystem
lua52-penlight,lua-busted
lua52-penlight,lua-filesystem
lua52-semver,busted
lua52-system,busted
lua52-testmore,lua
lua52-yaml,lua-lub
lua52-yaml,lua-lut
lua53-cassowary,busted
lua53-cliargs,busted
lua53-cliargs,lua-inifile
lua53-cliargs,lua-yaml
lua53-cosmo,lua-lpeg
lua53-luaepnf,lua-lpeg
lua53-luarepl,perl
lua53-luarepl,lua-testmore
lua53-lut,lua-filesystem
lua53-lut,lua-lub
lua53-mediator,busted
lua53-penlight,busted
lua53-penlight,lua51-busted
lua53-penlight,lua51-filesystem
lua53-penlight,lua52-busted
lua53-penlight,lua52-filesystem
lua53-penlight,lua53-busted
lua53-penlight,lua53-filesystem
lua53-penlight,lua-busted
lua53-penlight,lua-filesystem
lua53-semver,busted
lua53-system,busted
lua53-testmore,lua
lua53-yaml,lua-lub
lua53-yaml,lua-lut
lutris,python-nose
lutris,xorg-server-xvfb
lutris,xterm
lutris,fluidsynth
lutris,vulkan-tools
lutris,pciutils
lychee,cargo-nextest
magic-wormhole,python-magic-wormhole-mailbox-server
magic-wormhole,python-magic-wormhole-transit-relay
magic-wormhole,python-noiseprotocol
magic-wormhole,python-pytest
magic-wormhole,python-pytest-mock
mailcap,python
mailman3,python-nose2
mailman3,python-psycopg2
mailman3,python-pymysql
mailman3,python-pytest
mailman3-hyperkitty,python-nose2
mat2,ffmpeg
matrix-synapse,python-pip
matrix-synapse,python-authlib
matrix-synapse,python-pyjwt
matrix-synapse,python-lxml
matrix-synapse,python-parameterized
matrix-synapse,python-txredisapi
matrix-synapse,python-hiredis
matrix-synapse,postgresql
matrix-synapse,python-pyicu
mbedtls,python
mbedtls2,python
mda.lv2,lv2lint
mdds,boost
mdformat,python-pytest
meld,appstream-glib
mephisto.lv2,lv2lint
mergiraf,git
meson,boost
meson,clang
meson,cmake
meson,cuda
meson,cython
meson,doxygen
meson,gcc-fortran
meson,gcc-objc
meson,git
meson,glib2-devel
meson,glibc-locales
meson,gmock
meson,gnustep-base
meson,gobject-introspection
meson,graphviz
meson,gtest
meson,gtk-doc
meson,gtk-sharp-2
meson,gtk3
meson,gtkmm3
meson,hotdoc
meson,itstool
meson,java-environment
meson,ldc
meson,libelf
meson,libwmf
meson,llvm
meson,mercurial
meson,mono
meson,nasm
meson,netcdf-fortran
meson,openmpi
meson,openssh
meson,protobuf
meson,python-gobject
meson,python-pytest-xdist
meson,qt5-base
meson,qt5-tools
meson,rust
meson,rust-bindgen
meson,sdl2
meson,vala
meson,valgrind
meson,vulkan-validation-layers
meson,wayland-protocols
meson,wxgtk3
meson-python,cython
meson-python,python-gitpython
meson-python,python-pytest
meson-python,python-pytest-mock
meson-python,python-wheel
midi_matrix.lv2,lv2lint
mididings,python-pytest
mididings-docs,python-pytest
mitmproxy,python-hypothesis
mitmproxy,python-parver
mitmproxy,python-pytest-asyncio
mitmproxy,python-pytest-timeout
mkdocs-autorefs,python-pygments
mkdocs-autorefs,python-pymdown-extensions
mkdocs-autorefs,python-pytest
mkdocstrings,mkdocs-material
mkdocstrings,python-pygments
mkdocstrings,python-pytest
mkinitcpio-archiso,shellcheck
mkinitcpio-archiso,shfmt
mkosi,python-pytest
modemmanager,python-dbus
modemmanager,python-gobject
mold,clang
mold,libdwarf
molecule,ansible
molecule,check-jsonschema
molecule,python-ansi2html
molecule,python-filelock
molecule,python-pexpect
molecule,python-pytest
molecule,python-pytest-mock
molecule,python-pytest-testinfra
molecule,python-pytest-xdist
molecule,python-regress
molecule,yamllint
molecule-plugins,podman
molecule-plugins,python-filelock
molecule-plugins,python-google-auth
molecule-plugins,python-google-api-python-client
molecule-plugins,python-pexpect
molecule-plugins,python-pycryptodome
molecule-plugins,python-pytest
molecule-plugins,python-pytest-helpers-namespace
molecule-plugins,python-vagrant
molecule-plugins,vagrant
moony.lv2,lv2lint
mopidy,python-gobject
mopidy,python-pytest
mopidy,python-responses
mosquitto,cunit
mosquitto,python
mosquitto,python-psutil
mpv-mpris,jq
mpv-mpris,playerctl
